AVG_MONTHLY_HRS,DEPT_ID,FILED_COMPLAINT,LAST_EVALUATION,N_PROJECTS,RECENTLY_PROMOTED,SALARY,SATISFACTION,STATUS,TENURE,EMPLOYEE_ID,DEPT_NAME,DEPT_HEAD
141,D00-SS,0,0.987701,5,0,low,0.972898,Employed,3,119391,Sales,Edward J Bayley
146,D00-ENG,0,0.945529,3,0,medium,0.646158,Employed,3,111776,Engineering,Sushant Raghunathan K
196,D00-ENG,1,0.620713,3,0,low,0.659229,Employed,3,108362,Engineering,Sushant Raghunathan K
186,D00-PD,0,0.732204,4,0,low,0.563967,Employed,2,112715,Product,Darcy Staines
169,D00-ENG,0,0.923479,2,0,medium,0.780903,Employed,3,111946,Engineering,Sushant Raghunathan K
205,D00-SP,0,0.548473,4,0,low,1,Employed,2,111978,Support,Amelia Westray
229,D00-SP,0,0.918808,5,0,low,0.751698,Left,6,112328,Support,Amelia Westray
191,D00-PD,0,0.553291,4,0,low,0.571832,Employed,4,100885,Product,Darcy Staines
245,D00-SP,1,0.802924,4,0,medium,0.564403,Employed,3,115112,Support,Amelia Westray
195,D00-SP,0,0.926578,3,0,low,0.588693,Employed,10,109083,Support,Amelia Westray
166,D00-SS,0,0.575457,3,0,medium,0.921557,Employed,3,108420,Sales,Edward J Bayley
139,D00-MN,1,0.7413715,4,0,medium,0.956161,Employed,3,117328,Management,Ellie Trafton
164,D00-ENG,0,0.530529,3,0,medium,0.900553,Employed,3,118949,Engineering,Sushant Raghunathan K
185,D00-SP,1,0.877194,3,0,low,0.634299,Employed,2,108627,Support,Amelia Westray
104,D00-SS,0,0.787175,4,0,medium,0.552302,Employed,4,111780,Sales,Edward J Bayley
158,D00-SS,0,0.488697,3,0,low,0.628688,Employed,2,105617,Sales,Edward J Bayley
140,D00-SS,0,0.55964,4,0,low,0.524976,Employed,2,106388,Sales,Edward J Bayley
269,D00-SS,0,0.739208,3,0,low,0.995218,Employed,3,105023,Sales,Edward J Bayley
172,D00-PD,0,0.700516,5,0,low,0.786854,Employed,2,108081,Product,Darcy Staines
162,D00-SS,0,0.706105,3,0,medium,0.919562,Employed,2,113875,Sales,Edward J Bayley
270,D00-ENG,1,0.951249,4,0,low,0.916798,Employed,3,114008,Engineering,Sushant Raghunathan K
96,D00-SP,0,0.453795,3,0,low,0.43688,Employed,3,117706,Support,Amelia Westray
149,D00-SP,0,0.562371,3,0,low,0.930401,Employed,3,116669,Support,Amelia Westray
125,D00-PR,0,0.463302,3,0,low,0.837237,Employed,4,116914,Procurement,Louie Viles
152,D00-IT,0,0.755435,5,0,medium,0.904543,Employed,3,100414,IT,Henry Adey
156,D00-SS,1,0.543483,3,0,medium,0.603757,Employed,3,101294,Sales,Edward J Bayley
218,D00-ENG,0,0.457268,6,0,low,0.16057,Employed,6,143075,Engineering,Sushant Raghunathan K
133,D00-ENG,0,0.956908,3,0,medium,0.865241,Employed,4,115458,Engineering,Sushant Raghunathan K
176,D00-ENG,0,0.681613,3,0,low,0.84865,Employed,2,114911,Engineering,Sushant Raghunathan K
141,D00-FN,0,0.801055,3,0,low,0.624272,Employed,3,109085,Finance,Aanchal J
268,D00-MT,0,0.900887,5,0,medium,0.906613,Left,5,115325,Marketing,Reuben Swann
247,D00-FN,0,0.714131,2,0,medium,0.494709,Employed,4,105647,Finance,Aanchal J
224,D00-SS,0,0.624088,6,0,medium,0.222526,Employed,3,109158,Sales,Edward J Bayley
164,D00-SS,0,0.787578,4,0,low,0.714713,Employed,4,135324,Sales,Edward J Bayley
205,D00-MN,1,0.742698,3,0,medium,0.944308,Employed,8,103278,Management,Ellie Trafton
162,D00-ENG,1,0.744427,3,0,medium,0.778188,Employed,2,112556,Engineering,Sushant Raghunathan K
198,D00-PR,0,0.392974,5,0,medium,0.434209,Employed,5,100199,Procurement,Louie Viles
176,D00-SP,0,0.862188,3,0,low,0.638125,Employed,3,102459,Support,Amelia Westray
171,D00-SS,0,0.818583,3,0,low,0.842437,Employed,3,115480,Sales,Edward J Bayley
244,D00-ENG,0,0.771981,3,0,medium,0.768879,Employed,2,111587,Engineering,Sushant Raghunathan K
211,D00-SP,0,0.819786,2,0,low,0.869937,Left,3,107461,Support,Amelia Westray
218,D00-MN,0,0.673963,4,0,medium,0.557578,Employed,2,110152,Management,Ellie Trafton
183,D00-SP,0,0.417588,4,0,medium,0.905704,Employed,5,118027,Support,Amelia Westray
253,D00-SP,0,0.907639,4,0,medium,0.950894,Employed,3,104903,Support,Amelia Westray
274,D00-ENG,1,0.621023,2,0,high,0.325654,Employed,3,102655,Engineering,Sushant Raghunathan K
160,D00-SS,0,0.400982,2,0,medium,0.345926,Employed,6,109445,Sales,Edward J Bayley
107,D00-SP,0,0.721986,3,0,low,0.18853,Employed,5,117407,Support,Amelia Westray
211,D00-SP,0,0.734583,5,0,medium,1,Employed,2,110963,Support,Amelia Westray
221,D00-PD,0,0.732204,3,0,high,0.70737,Employed,3,141290,Product,Darcy Staines
149,D00-FN,0,0.577745,4,0,low,0.211621,Employed,3,109150,Finance,Aanchal J
231,D00-PR,0,0.568453,5,0,low,0.717842,Employed,2,111390,Procurement,Louie Viles
253,D00-SS,0,0.953753,4,0,low,0.959635,Employed,3,101916,Sales,Edward J Bayley
196,D00-SP,0,0.641359,5,0,medium,0.515014,Employed,3,104761,Support,Amelia Westray
270,D00-SS,0,0.935835,4,0,medium,0.706187,Employed,2,116900,Sales,Edward J Bayley
227,D00-ENG,0,0.619424,4,0,medium,0.646112,Employed,3,108254,Engineering,Sushant Raghunathan K
167,D00-ENG,0,0.532612,4,0,medium,0.600545,Employed,3,109422,Engineering,Sushant Raghunathan K
227,D00-PD,0,0.859641,4,0,low,0.900405,Employed,2,105406,Product,Darcy Staines
217,D00-IT,1,0.456255,3,0,low,0.910484,Employed,2,116895,IT,Henry Adey
136,D00-SS,0,0.646923,2,0,medium,0.220288,Employed,6,108351,Sales,Edward J Bayley
155,D00-SS,1,0.600149,3,0,medium,0.946419,Employed,2,113146,Sales,Edward J Bayley
143,D00-SP,0,0.507406,2,0,low,0.331408,Left,3,111824,Support,Amelia Westray
202,D00-SS,0,0.706105,3,0,medium,0.882254,Employed,2,110378,Sales,Edward J Bayley
202,D00-SS,0,0.780092,3,0,low,0.632232,Employed,3,138695,Sales,Edward J Bayley
136,D00-SP,0,0.899508,3,0,low,0.793624,Employed,3,108806,Support,Amelia Westray
271,D00-SS,0,0.93671,6,0,low,0.0799405,Left,4,106050,Sales,Edward J Bayley
224,D00-SS,0,0.743364,6,0,high,0.853001,Employed,6,106017,Sales,Edward J Bayley
142,D00-MT,0,0.947088,2,0,high,0.644453,Employed,3,108175,Marketing,Reuben Swann
151,D00-PD,0,0.545903,2,0,medium,0.375162,Left,3,102747,Product,Darcy Staines
155,D00-SP,0,0.586241,2,0,low,0.347885,Left,3,113687,Support,Amelia Westray
166,D00-IT,0,0.726186,3,0,low,0.944344,Employed,2,112822,IT,Henry Adey
172,D00-ENG,0,0.68085,2,0,medium,0.744866,Employed,3,106365,Engineering,Sushant Raghunathan K
273,D00-SS,1,0.706105,3,0,medium,0.990398,Employed,2,119205,Sales,Edward J Bayley
220,D00-SP,0,0.725697,4,0,medium,0.916421,Employed,3,112062,Support,Amelia Westray
142,D00-FN,0,0.736991,3,0,low,0.938877,Employed,3,106338,Finance,Aanchal J
251,D00-SS,0,1,5,0,low,0.917708,Left,6,101700,Sales,Edward J Bayley
271,D00-SP,0,0.852192,4,0,medium,0.640152,Employed,2,113243,Support,Amelia Westray
181,D00-SS,1,0.488894,4,0,low,0.636555,Employed,3,112507,Sales,Edward J Bayley
271,D00-SP,0,0.565602,3,0,medium,1,Employed,3,104232,Support,Amelia Westray
186,D00-MT,0,1,3,1,medium,0.590655,Employed,3,102140,Marketing,Reuben Swann
206,D00-IT,0,0.627073,5,0,medium,0.218526,Employed,6,105458,IT,Henry Adey
169,D00-IT,0,0.881361,4,0,low,0.440578,Employed,6,112021,IT,Henry Adey
148,D00-SS,0,0.77289,3,0,high,0.873528,Employed,4,107671,Sales,Edward J Bayley
204,D00-MT,0,0.641611,3,0,low,0.669849,Employed,3,102072,Marketing,Reuben Swann
224,D00-SP,0,0.932733,3,0,medium,0.696177,Employed,3,104715,Support,Amelia Westray
152,D00-SS,0,0.419799,5,0,medium,0.621562,Employed,3,116378,Sales,Edward J Bayley
175,D00-SS,0,0.65444,3,0,high,0.687615,Employed,3,111009,Sales,Edward J Bayley
195,D00-MN,0,0.782636,5,0,medium,0.577641,Employed,4,117661,Management,Ellie Trafton
191,D00-ENG,1,0.733073,5,0,high,0.571234,Employed,3,148276,Engineering,Sushant Raghunathan K
151,D00-SS,1,0.697358,4,0,low,0.948719,Employed,2,105152,Sales,Edward J Bayley
255,D00-SS,0,0.66879,4,0,medium,0.911824,Employed,2,102010,Sales,Edward J Bayley
262,D00-IT,0,0.792356,3,0,medium,0.8017,Employed,3,114977,IT,Henry Adey
233,D00-ENG,1,0.510068,2,0,low,1,Employed,5,104032,Engineering,Sushant Raghunathan K
268,D00-SS,0,0.775958,4,0,medium,0.586633,Employed,3,114925,Sales,Edward J Bayley
265,D00-SS,0,0.899478,4,0,medium,0.920219,Employed,2,103215,Sales,Edward J Bayley
205,D00-SS,0,0.944675,3,0,medium,0.985999,Employed,3,112451,Sales,Edward J Bayley
175,D00-FN,0,0.604586,3,0,low,0.456781,Employed,2,112495,Finance,Aanchal J
155,D00-SS,0,0.8499,4,0,medium,0.43038,Employed,3,107550,Sales,Edward J Bayley
161,D00-SS,1,0.977058,3,0,low,0.877214,Employed,2,107803,Sales,Edward J Bayley
243,D00-IT,0,0.815641,5,0,low,0.785322,Left,5,102619,IT,Henry Adey
178,D00-IT,0,0.722407,4,0,medium,0.539353,Employed,8,116028,IT,Henry Adey
231,D00-ENG,0,0.733073,3,0,low,0.798721,Employed,3,117633,Engineering,Sushant Raghunathan K
204,D00-PD,0,0.485866,4,0,low,0.705293,Employed,4,148550,Product,Darcy Staines
238,D00-MN,0,0.809763,4,0,low,0.9539,Employed,2,110510,Management,Ellie Trafton
142,D00-MT,0,0.909286,5,0,low,0.737916,Employed,3,113539,Marketing,Reuben Swann
159,D00-ENG,0,0.596868,2,0,high,0.618517,Employed,3,105506,Engineering,Sushant Raghunathan K
239,D00-SP,0,0.734583,2,0,high,0.56069,Employed,3,118644,Support,Amelia Westray
174,D00-PD,0,0.557177,4,0,medium,0.88081,Employed,2,100758,Product,Darcy Staines
212,D00-SS,0,0.482801,5,0,low,0.639303,Employed,4,113816,Sales,Edward J Bayley
275,D00-SS,0,0.565588,4,0,medium,0.118179,Employed,10,111038,Sales,Edward J Bayley
100,D00-SS,0,0.522199,5,0,medium,0.192406,Employed,3,115977,Sales,Edward J Bayley
141,D00-SS,0,0.430137,6,0,low,0.290487,Employed,6,100250,Sales,Edward J Bayley
253,D00-AD,0,0.870794,3,0,low,0.523738,Employed,2,119921,Admin,Evelyn Tolson
207,D00-SS,0,0.706105,3,0,medium,0.907908,Employed,2,112783,Sales,Edward J Bayley
131,D00-SP,0,0.470728,5,0,low,0.848364,Employed,6,112847,Support,Amelia Westray
212,D00-PD,0,0.675352,3,0,low,0.557164,Employed,8,114435,Product,Darcy Staines
274,D00-SP,0,0.46826,4,0,medium,0.648241,Employed,2,118768,Support,Amelia Westray
243,D00-IT,1,0.900189,4,0,medium,0.680544,Employed,5,101343,IT,Henry Adey
201,D00-SS,0,0.869509,4,0,medium,0.152779,Employed,6,117073,Sales,Edward J Bayley
143,D00-PD,0,0.732204,3,0,low,0.517299,Employed,2,106996,Product,Darcy Staines
256,D00-PR,0,0.685376,5,0,low,0.757397,Employed,3,110099,Procurement,Louie Viles
192,D00-SP,0,0.447501,4,0,low,0.524983,Employed,2,102169,Support,Amelia Westray
262,D00-SP,0,0.914016,4,0,low,0.965352,Left,6,109152,Support,Amelia Westray
191,D00-SP,0,0.543543,6,0,low,0.18727,Employed,4,112164,Support,Amelia Westray
286,D00-MT,0,0.453338,2,0,low,0.757186,Employed,7,101174,Marketing,Reuben Swann
139,D00-SS,0,0.506265,3,0,medium,0.419982,Employed,2,102500,Sales,Edward J Bayley
273,D00-SS,0,0.706105,2,0,low,0.966339,Employed,3,115864,Sales,Edward J Bayley
175,D00-ENG,0,0.896946,4,0,low,0.27311,Employed,6,106069,Engineering,Sushant Raghunathan K
251,D00-SP,0,0.536363,4,0,low,0.538819,Employed,2,113199,Support,Amelia Westray
220,D00-SP,0,0.76024,6,0,medium,0.198433,Employed,3,117884,Support,Amelia Westray
168,D00-SP,0,0.787617,4,0,high,0.687373,Employed,2,106394,Support,Amelia Westray
119,D00-SS,0,0.413336,3,0,low,0.412823,Employed,2,112455,Sales,Edward J Bayley
181,D00-FN,0,0.538048,5,0,medium,0.217236,Employed,6,110074,Finance,Aanchal J
245,D00-SS,0,0.707904,3,0,medium,0.618752,Employed,3,113373,Sales,Edward J Bayley
180,D00-PD,0,1,4,0,medium,0.602498,Employed,4,118301,Product,Darcy Staines
269,D00-SS,0,0.980686,7,0,medium,0.156448,Left,5,102269,Sales,Edward J Bayley
240,D00-SS,0,0.578061,3,1,low,0.811484,Employed,6,115945,Sales,Edward J Bayley
233,D00-SS,0,0.849859,3,0,medium,0.910159,Employed,3,105552,Sales,Edward J Bayley
185,D00-SP,0,0.797576,2,0,medium,0.442809,Employed,6,100329,Support,Amelia Westray
160,D00-SS,0,0.706105,4,0,medium,0.788883,Employed,3,117701,Sales,Edward J Bayley
147,D00-MT,0,0.794383,4,0,low,0.224801,Employed,4,105214,Marketing,Reuben Swann
268,D00-SS,1,0.808787,5,0,medium,0.533709,Employed,3,100798,Sales,Edward J Bayley
264,D00-ENG,0,0.733073,3,0,low,0.632063,Employed,2,111308,Engineering,Sushant Raghunathan K
199,D00-SS,0,0.559867,3,0,low,0.852411,Employed,4,111578,Sales,Edward J Bayley
247,D00-IT,0,0.678589,4,0,medium,0.58913,Employed,5,103991,IT,Henry Adey
240,D00-PD,0,0.779931,4,0,medium,0.911108,Employed,3,118445,Product,Darcy Staines
243,D00-SS,0,0.559806,3,0,low,0.954986,Employed,2,109447,Sales,Edward J Bayley
227,D00-ENG,0,0.851138,5,0,medium,0.774081,Left,5,100968,Engineering,Sushant Raghunathan K
276,D00-SP,0,0.49067,4,0,low,0.833282,Employed,4,112458,Support,Amelia Westray
155,D00-PD,0,0.502898,3,0,medium,0.309806,Employed,10,103083,Product,Darcy Staines
182,D00-PD,1,0.732204,3,0,medium,0.466643,Employed,2,112191,Product,Darcy Staines
181,D00-IT,1,0.755838,4,0,low,0.617208,Employed,2,107120,IT,Henry Adey
182,D00-PD,0,0.549687,5,0,medium,0.911977,Employed,3,114799,Product,Darcy Staines
184,D00-ENG,0,0.695469,3,0,low,0.879372,Employed,3,114587,Engineering,Sushant Raghunathan K
163,D00-PD,0,1,4,0,medium,0.976806,Employed,4,112183,Product,Darcy Staines
207,D00-IT,1,0.690886,3,0,low,0.622072,Employed,2,100248,IT,Henry Adey
156,D00-PD,0,0.698864,4,0,low,0.840213,Employed,3,112551,Product,Darcy Staines
173,D00-SP,0,0.791815,3,0,medium,0.351737,Employed,5,108766,Support,Amelia Westray
173,D00-ENG,1,0.535501,4,0,low,0.824316,Employed,2,110680,Engineering,Sushant Raghunathan K
160,D00-ENG,0,0.353001,3,0,low,0.414006,Employed,2,119957,Engineering,Sushant Raghunathan K
150,D00-ENG,0,0.71575,3,0,medium,0.267915,Employed,2,109181,Engineering,Sushant Raghunathan K
144,D00-ENG,0,0.675054,4,0,low,0.537567,Employed,4,119524,Engineering,Sushant Raghunathan K
247,D00-SS,0,0.661015,5,0,medium,0.967485,Employed,10,111450,Sales,Edward J Bayley
167,D00-SP,0,0.743028,5,0,medium,0.663274,Employed,2,105623,Support,Amelia Westray
152,D00-ENG,0,0.974656,4,0,medium,0.729508,Employed,4,138489,Engineering,Sushant Raghunathan K
185,D00-MN,0,0.625242,4,0,low,0.523497,Employed,3,108356,Management,Ellie Trafton
268,D00-SS,0,0.558539,3,0,low,0.909652,Employed,3,146062,Sales,Edward J Bayley
198,D00-SS,0,0.505883,4,0,medium,1,Employed,7,100713,Sales,Edward J Bayley
194,D00-PD,0,0.732204,3,0,medium,0.608369,Employed,3,106763,Product,Darcy Staines
206,D00-MN,0,0.730594,3,0,high,0.716584,Employed,3,103816,Management,Ellie Trafton
202,D00-PD,0,0.80756,3,0,medium,0.740059,Employed,3,118292,Product,Darcy Staines
261,D00-PD,1,0.780339,4,0,medium,0.768121,Employed,3,118725,Product,Darcy Staines
134,D00-FN,0,0.635354,3,0,medium,0.767357,Employed,3,105927,Finance,Aanchal J
209,D00-ENG,1,0.851468,3,0,medium,0.589732,Employed,2,109206,Engineering,Sushant Raghunathan K
224,D00-FN,1,0.661723,5,0,medium,0.338321,Employed,4,105576,Finance,Aanchal J
130,D00-PR,1,0.71603,6,0,low,0.175454,Employed,6,103184,Procurement,Louie Viles
221,D00-SS,0,0.919399,3,0,low,0.671527,Employed,3,111021,Sales,Edward J Bayley
207,D00-SS,0,0.567578,3,0,high,0.392641,Employed,6,117517,Sales,Edward J Bayley
183,D00-ENG,0,0.733073,3,0,low,0.485338,Employed,2,100330,Engineering,Sushant Raghunathan K
146,D00-FN,1,0.449438,3,0,medium,0.582008,Employed,2,102611,Finance,Aanchal J
251,D00-SS,0,0.806318,5,0,low,0.76107,Employed,2,112840,Sales,Edward J Bayley
141,D00-ENG,1,0.547957,2,0,low,0.434532,Left,3,116785,Engineering,Sushant Raghunathan K
242,D00-ENG,0,0.68744,4,0,low,0.687557,Employed,4,109657,Engineering,Sushant Raghunathan K
245,D00-SS,0,0.706105,4,0,low,0.763542,Employed,2,103913,Sales,Edward J Bayley
149,D00-SP,1,0.84057,3,0,medium,0.637465,Employed,5,110569,Support,Amelia Westray
186,D00-IT,0,0.726186,3,0,low,0.418019,Employed,2,112833,IT,Henry Adey
162,D00-IT,0,0.719592,3,0,high,0.756062,Employed,8,111629,IT,Henry Adey
149,D00-SS,0,0.495734,2,0,medium,0.594036,Employed,3,107197,Sales,Edward J Bayley
214,D00-MT,1,0.672885,5,0,low,0.966498,Employed,3,101478,Marketing,Reuben Swann
189,D00-ENG,0,0.785642,3,0,low,0.251271,Employed,6,102666,Engineering,Sushant Raghunathan K
156,D00-SS,0,0.396342,5,0,medium,0.449231,Employed,4,105957,Sales,Edward J Bayley
182,D00-SP,0,0.566262,3,0,medium,0.966256,Employed,3,100813,Support,Amelia Westray
212,D00-SS,0,0.755823,3,0,low,0.692572,Employed,3,117122,Sales,Edward J Bayley
239,D00-PR,0,0.781662,5,0,low,0.221968,Employed,2,102869,Procurement,Louie Viles
252,D00-SS,0,0.526109,5,0,high,0.752677,Employed,2,106071,Sales,Edward J Bayley
264,D00-PD,0,0.633985,4,0,medium,0.576719,Employed,3,102613,Product,Darcy Staines
134,D00-FN,0,0.736991,4,0,medium,0.667881,Employed,2,106492,Finance,Aanchal J
181,D00-PR,0,0.754322,4,0,medium,0.585344,Employed,3,117896,Procurement,Louie Viles
270,D00-SS,0,0.962238,2,0,low,0.927657,Employed,4,107362,Sales,Edward J Bayley
179,D00-ENG,0,0.465736,4,0,low,0.617488,Employed,3,103006,Engineering,Sushant Raghunathan K
229,D00-PD,0,0.985782,4,0,medium,0.7717,Left,6,109459,Product,Darcy Staines
244,D00-IT,0,0.726186,5,0,medium,0.780198,Employed,3,108878,IT,Henry Adey
158,D00-ENG,0,0.587732,4,0,medium,0.945926,Employed,6,104653,Engineering,Sushant Raghunathan K
120,D00-ENG,0,0.362106,3,0,low,0.466078,Employed,6,113384,Engineering,Sushant Raghunathan K
260,D00-SP,0,1,4,0,low,0.989294,Employed,3,114685,Support,Amelia Westray
241,D00-ENG,0,0.733073,4,0,low,0.922267,Employed,2,111564,Engineering,Sushant Raghunathan K
209,D00-ENG,0,0.927592,4,0,medium,0.228167,Employed,5,102879,Engineering,Sushant Raghunathan K
168,D00-SS,0,0.58912,4,0,low,0.475902,Employed,2,101704,Sales,Edward J Bayley
127,D00-SS,0,0.73193,4,0,high,0.115319,Employed,4,109032,Sales,Edward J Bayley
263,D00-SP,0,0.801776,4,0,medium,0.891972,Employed,3,115290,Support,Amelia Westray
140,D00-ENG,0,0.606611,3,0,high,0.847155,Employed,2,104923,Engineering,Sushant Raghunathan K
164,D00-ENG,0,0.750763,4,0,low,0.859322,Employed,2,104478,Engineering,Sushant Raghunathan K
229,D00-SP,0,0.809923,5,0,medium,0.589169,Employed,2,100802,Support,Amelia Westray
150,D00-FN,0,0.541176,2,0,low,0.246384,Employed,6,105037,Finance,Aanchal J
276,D00-SS,0,0.658356,6,0,medium,0.423452,Employed,6,101439,Sales,Edward J Bayley
245,D00-PD,0,0.398432,2,0,medium,0.749707,Employed,5,117116,Product,Darcy Staines
251,D00-PR,1,0.972012,4,0,low,0.525194,Employed,4,118402,Procurement,Louie Viles
239,D00-ENG,1,0.9791,3,0,low,0.839023,Employed,2,103011,Engineering,Sushant Raghunathan K
147,D00-SP,1,0.625322,3,0,low,0.576747,Employed,3,109203,Support,Amelia Westray
237,D00-PD,1,0.620614,3,0,low,0.658342,Employed,4,104578,Product,Darcy Staines
180,D00-PD,0,0.708075,2,0,low,0.511586,Employed,3,108174,Product,Darcy Staines
162,D00-PR,0,0.565725,3,0,low,0.851234,Employed,2,148737,Procurement,Louie Viles
266,D00-PD,0,0.451945,3,0,medium,0.816307,Employed,2,106952,Product,Darcy Staines
252,D00-ENG,0,0.726057,3,0,high,0.579907,Employed,3,101886,Engineering,Sushant Raghunathan K
254,D00-AD,0,0.532102,6,0,medium,0.651905,Employed,6,103602,Admin,Evelyn Tolson
150,D00-FN,0,0.873688,4,0,high,0.902649,Employed,3,107149,Finance,Aanchal J
196,D00-IT,1,0.726186,4,0,low,0.187656,Employed,3,118570,IT,Henry Adey
190,D00-IT,0,0.689583,3,0,medium,1,Employed,10,106406,IT,Henry Adey
164,D00-SP,0,0.633156,6,0,low,0.936658,Employed,5,111910,Support,Amelia Westray
231,D00-ENG,0,0.714207,3,0,medium,0.649351,Employed,4,113920,Engineering,Sushant Raghunathan K
247,D00-ENG,0,0.553426,5,0,low,0.531952,Employed,3,119237,Engineering,Sushant Raghunathan K
190,D00-ENG,0,0.727376,4,0,low,1,Employed,3,108490,Engineering,Sushant Raghunathan K
225,D00-MT,0,0.464149,4,0,medium,0.939052,Employed,3,116298,Marketing,Reuben Swann
180,D00-SP,0,0.734583,4,0,medium,0.669678,Employed,2,104237,Support,Amelia Westray
243,D00-FN,0,0.536768,4,0,medium,0.876412,Employed,4,112806,Finance,Aanchal J
102,D00-ENG,0,0.518086,2,0,medium,0.448917,Employed,8,104470,Engineering,Sushant Raghunathan K
129,D00-PD,0,0.718228,4,0,medium,0.411533,Employed,6,107300,Product,Darcy Staines
178,D00-SS,0,0.451459,4,0,low,0.88684,Employed,2,107918,Sales,Edward J Bayley
91,D00-TP,0,0.7288275,2,0,medium,0.652394,Employed,3,119185,Temp,Micheal Zachrey
153,D00-SS,1,0.515672,2,0,low,0.372532,Left,3,118717,Sales,Edward J Bayley
153,D00-SS,0,0.846251,4,0,medium,0.793976,Employed,7,115549,Sales,Edward J Bayley
149,D00-SS,0,0.581099,2,0,low,0.445834,Left,3,104891,Sales,Edward J Bayley
220,D00-IT,0,0.835923,4,0,medium,0.79537,Employed,2,107768,IT,Henry Adey
152,D00-ENG,0,0.691218,4,0,medium,0.811064,Employed,3,109756,Engineering,Sushant Raghunathan K
261,D00-SP,0,0.734583,5,0,high,1,Employed,3,104978,Support,Amelia Westray
146,D00-ENG,0,0.946171,4,0,medium,0.613525,Employed,3,111791,Engineering,Sushant Raghunathan K
193,D00-ENG,0,0.855423,5,0,medium,0.856641,Employed,5,107955,Engineering,Sushant Raghunathan K
177,D00-SP,0,0.734583,5,0,low,0.457625,Employed,2,106019,Support,Amelia Westray
156,D00-SP,1,0.485148,6,0,medium,0.316081,Employed,2,112754,Support,Amelia Westray
193,D00-MT,0,0.656332,3,0,medium,0.642311,Employed,2,109725,Marketing,Reuben Swann
181,D00-SP,1,0.682587,5,0,medium,0.194422,Employed,4,101498,Support,Amelia Westray
164,D00-FN,1,0.390454,3,0,low,0.270413,Employed,4,109919,Finance,Aanchal J
282,D00-ENG,0,0.645689,4,0,medium,0.558345,Employed,6,104220,Engineering,Sushant Raghunathan K
232,D00-ENG,0,0.606684,4,0,low,0.796953,Employed,4,107203,Engineering,Sushant Raghunathan K
262,D00-ENG,0,0.900763,4,0,low,0.258105,Employed,3,107764,Engineering,Sushant Raghunathan K
148,D00-SS,0,0.569735,2,0,high,0.717524,Employed,3,100560,Sales,Edward J Bayley
195,D00-SS,0,0.66897,5,0,low,0.565232,Employed,2,112106,Sales,Edward J Bayley
145,D00-PD,0,0.900294,5,0,medium,0.812149,Employed,6,102847,Product,Darcy Staines
175,D00-SS,0,0.958434,4,0,medium,0.498747,Employed,3,100273,Sales,Edward J Bayley
241,D00-PD,0,0.483044,3,0,medium,0.654686,Employed,3,101078,Product,Darcy Staines
159,D00-PD,0,0.671806,2,0,low,0.424121,Employed,2,106835,Product,Darcy Staines
191,D00-PD,1,0.484292,3,0,low,0.528702,Employed,2,113634,Product,Darcy Staines
266,D00-SP,1,0.734583,4,0,medium,0.906533,Employed,3,110174,Support,Amelia Westray
175,D00-PD,0,0.781038,4,0,medium,0.528756,Employed,2,107358,Product,Darcy Staines
130,D00-ENG,0,0.489624,2,0,low,0.464332,Left,3,138275,Engineering,Sushant Raghunathan K
150,D00-ENG,0,0.644586,4,0,low,0.796683,Employed,3,100834,Engineering,Sushant Raghunathan K
260,D00-SS,1,0.59123,4,0,low,0.706165,Employed,2,101795,Sales,Edward J Bayley
239,D00-SS,0,0.548514,5,0,high,0.247205,Employed,3,107758,Sales,Edward J Bayley
170,D00-SS,0,0.84185,4,0,low,0.791876,Employed,2,115305,Sales,Edward J Bayley
263,D00-MT,0,0.744377,4,1,medium,0.762988,Employed,3,116689,Marketing,Reuben Swann
135,D00-SS,0,0.442093,5,0,medium,0.970261,Employed,6,119740,Sales,Edward J Bayley
254,D00-PD,0,0.736399,2,0,low,0.796546,Employed,3,117219,Product,Darcy Staines
224,D00-SS,0,0.494976,5,0,low,1,Employed,4,109889,Sales,Edward J Bayley
225,D00-ENG,0,0.531319,4,0,medium,0.860577,Employed,4,114076,Engineering,Sushant Raghunathan K
271,D00-SS,0,0.983366,2,0,low,0.585871,Employed,3,106143,Sales,Edward J Bayley
211,D00-PD,0,0.596521,4,0,medium,0.778411,Employed,2,108460,Product,Darcy Staines
120,D00-SS,0,0.748231,3,0,high,0.32478,Employed,4,102715,Sales,Edward J Bayley
198,D00-PD,1,0.57185,3,1,low,0.701867,Employed,3,116326,Product,Darcy Staines
173,D00-SP,0,0.878253,5,0,high,0.584017,Employed,2,114884,Support,Amelia Westray
264,D00-PD,0,0.674536,5,0,medium,0.888101,Employed,3,112728,Product,Darcy Staines
153,D00-SS,0,0.648472,3,0,low,0.954412,Employed,2,108617,Sales,Edward J Bayley
160,D00-SS,1,0.485723,4,0,medium,0.847743,Employed,2,110981,Sales,Edward J Bayley
194,D00-SS,0,0.91329,5,0,low,0.488492,Employed,3,117152,Sales,Edward J Bayley
165,D00-IT,0,0.917738,2,0,medium,0.391284,Employed,3,118407,IT,Henry Adey
240,D00-PD,0,0.467491,6,0,low,0.145776,Employed,2,106730,Product,Darcy Staines
136,D00-IT,0,0.961403,2,0,low,0.706922,Employed,3,101533,IT,Henry Adey
279,D00-SS,1,0.815763,3,0,medium,0.900889,Employed,3,113579,Sales,Edward J Bayley
147,D00-SS,0,0.722387,3,0,low,0.638215,Employed,2,115972,Sales,Edward J Bayley
